City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
122,Praia da Vitória,38.7333,-27.0667,64.92200000000004,77,40,9.46,PT,1682636035
123,Kingston,17.997,-76.7936,82.47200000000004,79,100,1.79,JM,1682635843
124,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,35.69000000000002,82,100,2.58,RU,1682636035
125,Kucha,41.7278,82.9364,56.93000000000004,18,0,2.68,CN,1682636035
126,Petropavlovsk-Kamchatskiy,53.0452,158.6483,38.26400000000003,45,40,2.0,RU,1682636035
127,Northam,51.0333,-4.2167,53.88800000000005,96,100,6.16,GB,1682636035
128,Kristiansund,63.1115,7.732,38.317999999999984,56,75,4.12,NO,1682636036
129,Sungai Penuh,-2.0833,101.3833,64.49000000000002,97,76,0.99,ID,1682636036
130,Lázaro Cárdenas,17.9583,-102.2,83.28200000000001,54,100,4.81,MX,1682636036
131,Saipan,15.1355,145.701,81.57200000000003,94,40,10.29,MP,1682636036
132,Kargasok,59.0556,80.8572,44.38399999999999,94,58,4.85,RU,1682635815
133,Taoudenni,22.6783,-3.9836,89.49199999999999,8,1,5.85,ML,1682636036
134,Beroroha,-21.6667,45.1667,68.64800000000002,75,0,1.67,MG,1682636036
135,Tura,25.5198,90.2201,74.35399999999996,49,72,0.69,IN,1682636037
136,Uturoa,-16.7333,-151.4333,82.54399999999998,76,62,3.26,PF,1682635889
137,Changde,29.0464,111.6783,64.79600000000005,89,100,0.85,CN,1682636037
138,Auki,-8.7676,160.7034,85.13599999999997,66,44,0.99,SB,1682636037
139,Zilair,52.2332,57.4392,52.772000000000034,71,100,3.06,RU,1682636037
140,Changuinola,9.4333,-82.5167,80.924,65,18,1.7,PA,1682636037
141,Serres,41.0856,23.5497,50.684,83,32,1.76,GR,1682636038
142,Chagny,46.9095,4.7519,62.924000000000014,87,100,1.98,FR,1682636038
143,Codrington,-38.2667,141.9667,53.977999999999966,83,98,6.81,AU,1682635927
144,Minas de Marcona,-15.2119,-75.1103,64.058,79,9,5.6,PE,1682636038
145,Enewetak,11.3474,162.3373,80.90600000000003,80,47,9.46,MH,1682635900
146,Lebu,-37.6167,-73.65,58.406000000000034,93,100,5.14,CL,1682636038
147,Hamilton,39.1834,-84.5333,67.71199999999996,43,0,5.66,US,1682635838
148,Port Elizabeth,-33.918,25.5701,65.37200000000004,92,40,3.09,ZA,1682636039
149,Kununurra,-15.7667,128.7333,73.65199999999999,94,19,0.0,AU,1682635905
150,Ust-Nera,64.5667,143.2,26.24000000000002,83,24,0.8,RU,1682636039
151,Ţibăneşti,46.9167,27.3333,40.98200000000001,73,69,2.99,RO,1682636039
152,Foumban,5.7291,10.9001,64.292,94,100,1.38,CM,1682636039
153,Minya,28.1099,30.7503,70.89800000000002,46,0,6.29,EG,1682636039
154,Cidade Velha,14.9167,-23.6167,72.33800000000005,73,20,7.72,CV,1682636039
155,Leesville,31.1435,-93.261,74.10199999999998,64,75,6.69,US,1682636040
156,Thompson,55.7435,-97.8558,41.432000000000016,48,20,5.66,CA,1682635859
157,Al Bayḑā’,32.7627,21.7551,49.11799999999998,84,1,5.93,LY,1682636040
158,Ardabil,38.2498,48.2933,40.81999999999996,93,0,2.06,IR,1682635809
159,Bayt al Faqih,14.5164,43.3245,85.92799999999997,56,38,1.84,YE,1682636040
160,Al Bardīyah,31.7561,25.0865,61.556000000000026,72,0,7.32,LY,1682636040
161,Puerto Natales,-51.7236,-72.4875,38.785999999999966,94,79,2.3,CL,1682636041
162,Yuzhno-Kurilsk,44.0306,145.8556,46.00399999999995,73,49,9.04,RU,1682636041
163,Ji’an,27.1172,114.9793,67.83800000000005,91,87,0.77,CN,1682636041
164,Nemuro,43.3236,145.575,44.725999999999985,70,26,4.68,JP,1682636042
